Date,NewDx,On_1L,On_2L,On_3L_plus,On_Treatment_Total
2018-12-01,2431.6666666666665,61379.61838154362,23935.394135418082,5446.595028442291,90761.607545404
2019-01-01,2533.75,61489.68330035681,23995.75886046701,5461.526126270554,90946.96828709438
2019-02-01,2533.75,61683.01005824048,24055.371454384323,5476.338921276072,91214.72043390086
2019-03-01,2533.75,61870.17334013575,24115.95230090098,5491.026046360361,91477.15168739708
2019-04-01,2533.75,62051.369644637416,24177.329038437143,5505.633266974055,91734.33195004861
2019-05-01,2533.75,62226.78920574253,24239.34177915028,5520.195148156341,91986.32613304915
2019-06-01,2533.75,62396.61619257287,24301.84236705915,5534.736894731839,92233.19545436386
2019-07-01,2533.75,62561.028902730024,24364.693676796174,5549.275928819125,92474.99850834532
2019-08-01,2533.75,62720.199949486145,24427.768950855505,5563.823240170225,92711.79214051188
2019-09-01,2533.75,62874.29644300676,24490.95117331357,5578.384540159608,92943.63215647993
2019-10-01,2533.75,63023.480165796056,24554.132478102514,5592.961246157255,93170.57389005582
2019-11-01,2533.75,63167.907742548785,24617.21359001556,5607.551319472687,93392.67265203703
2019-12-01,2533.75,63307.73080458704,24680.10329671676,5622.149976975119,93609.98407827893
2020-01-01,2376.333333333333,63443.09614905463,24742.717950116545,5636.750293818323,93822.56439298949
2020-02-01,2376.333333333333,63440.341726369516,24804.980995558664,5651.343712374233,93896.66643430242
2020-03-01,2376.333333333333,63437.67511779905,24864.117436235436,5665.920470460735,93967.71302449523
2020-04-01,2376.333333333333,63435.09352372981,24920.28325692507,5680.387927796862,94035.76470845175
2020-05-01,2376.333333333333,63432.59423380321,24973.626692372338,5694.670266198696,94100.89119237424
2020-06-01,2376.333333333333,63430.17462406998,25024.288611337808,5708.706058861819,94163.16929426961
2020-07-01,2376.333333333333,63427.83215423531,25072.402881647642,5722.446168558405,94222.68120444135
2020-08-01,2376.333333333333,63425.564364991864,25118.096717182783,5735.851931241349,94279.513013416
2020-09-01,2376.333333333333,63423.36887543782,25161.49100770016,5748.893587255128,94333.7534703931
2020-10-01,2376.333333333333,63421.24338057721,25202.700632334312,5761.548927314018,94385.49294022554
2020-11-01,2376.333333333333,63419.185648899926,25241.834757586093,5773.802124720361,94434.82253120637
2020-12-01,2376.333333333333,63417.19352003894,25278.9971205651,5785.64272904356,94481.83336964759
2021-01-01,2516.5833333333335,63415.26490250218,25314.286298214778,5797.064799738034,94526.61600045499
2021-02-01,2516.5833333333335,63532.610271476704,25347.79596321298,5808.066161009575,94688.47239569925
2021-03-01,2516.5833333333335,63646.214537191954,25382.0252216144,5818.647761700168,94846.88752050653
2021-04-01,2516.5833333333335,63756.19697025671,25416.86294874065,5828.886212668456,95001.94613166581
2021-05-01,2516.5833333333335,63862.673038797686,25452.205912040434,5838.844755299868,95153.72370613799
2021-06-01,2516.5833333333335,63965.75452968696,25487.958304962438,5848.575245881069,95302.28808053047
2021-07-01,2516.5833333333335,64065.54966590448,25524.031306269255,5858.119866829489,95447.70083900323
2021-08-01,2516.5833333333335,64162.16322015906,25560.342663459345,5867.512601201517,95590.01848481991
2021-09-01,2516.5833333333335,64255.69662488691,25596.816299032416,5876.780502108409,95729.29342602773
2021-10-01,2516.5833333333335,64346.248078743265,25633.381938398266,5885.9447845022,95865.57480164373
2021-11-01,2516.5833333333335,64433.91264969905,25669.97475829074,5895.02176317304,95998.90917116283
2021-12-01,2516.5833333333335,64518.7823748506,25706.535054606746,5904.023657652955,96129.3410871103
2022-01-01,2453.5,64600.94635704736,25743.00792864589,5912.959281987074,96256.91356768033
2022-02-01,2453.5,64626.87002510574,25779.34299077878,5921.834634957955,96328.04765084246
2022-03-01,2453.5,64651.96721726725,25814.410039346694,5930.653404284838,96397.03066089879
2022-04-01,2453.5,64676.2642825195,25848.254906240807,5939.384522770064,96463.90371153038
2022-05-01,2453.5,64699.786729814514,25880.92169553759,5948.002368108121,96528.71079346022
2022-06-01,2453.5,64722.55925485005,25912.45285173472,5956.4859997973435,96591.4981063821
2022-07-01,2453.5,64744.605765997025,25942.889225162966,5964.818497722625,96652.31348888262
2022-08-01,2453.5,64765.949409400455,25972.27013469595,5972.986389052941,96711.20593314935
2022-09-01,2453.5,64786.612593280006,26000.633427874487,5980.979151844487,96768.22517299898
2022-10-01,2453.5,64806.61701145594,26028.01553855671,5988.788785259061,96823.42133527172
2022-11-01,2453.5,64825.98366612496,26054.451542200437,5996.409437627748,96876.84464595314
2022-12-01,2453.5,64844.73288990994,26079.97520887939,6003.83708473786,96928.54518352718
