Notes,Year,Year Code,Age Groups,Age Groups Code,Sex,Sex Code,Count,Population,Crude Rate,Month,Annual_Count,Date
,2012,2012.0,70-74 years,70-74,Female,F,128.08333333333334,5393763,28.5,2,1537,2012-02-01
,2012,2012.0,70-74 years,70-74,Male,M,160.16666666666666,4596855,41.8,2,1922,2012-02-01
,2012,2012.0,75-79 years,75-79,Female,F,116.66666666666667,4164038,33.6,2,1400,2012-02-01
,2012,2012.0,75-79 years,75-79,Male,M,154.33333333333334,3274825,56.6,2,1852,2012-02-01
,2012,2012.0,80-84 years,80-84,Female,F,106.25,3386255,37.7,2,1275,2012-02-01
,2012,2012.0,80-84 years,80-84,Male,M,117.0,2330466,60.2,2,1404,2012-02-01
,2012,2012.0,85+ years,85+,Female,F,95.0,3826430,29.8,2,1140,2012-02-01
,2012,2012.0,85+ years,85+,Male,M,89.08333333333333,1916645,55.8,2,1069,2012-02-01
,2012,2012.0,30-34 years,30-34,Female,F,2.5,10440166,0.3,3,30,2012-03-01
,2012,2012.0,30-34 years,30-34,Male,M,3.75,10485967,0.4,3,45,2012-03-01
,2012,2012.0,35-39 years,35-39,Female,F,6.333333333333333,9808771,0.8,3,76,2012-03-01
,2012,2012.0,35-39 years,35-39,Male,M,9.083333333333334,9763658,1.1,3,109,2012-03-01
,2012,2012.0,40-44 years,40-44,Female,F,17.166666666666668,10595850,1.9,3,206,2012-03-01
,2012,2012.0,40-44 years,40-44,Male,M,24.333333333333332,10508044,2.8,3,292,2012-03-01
,2012,2012.0,45-49 years,45-49,Female,F,32.166666666666664,10978704,3.5,3,386,2012-03-01
,2012,2012.0,45-49 years,45-49,Male,M,44.833333333333336,10789833,5.0,3,538,2012-03-01
,2012,2012.0,50-54 years,50-54,Female,F,57.0,11513552,5.9,3,684,2012-03-01
,2012,2012.0,50-54 years,50-54,Male,M,80.66666666666667,11148488,8.7,3,968,2012-03-01
,2012,2012.0,55-59 years,55-59,Female,F,92.83333333333333,10718242,10.4,3,1114,2012-03-01
,2012,2012.0,55-59 years,55-59,Male,M,115.83333333333333,10134647,13.7,3,1390,2012-03-01
,2012,2012.0,60-64 years ,60-64,Female,F,108.08333333333333,9273229,14.0,3,1297,2012-03-01
,2012,2012.0,60-64 years ,60-64,Male,M,155.33333333333334,8576733,21.7,3,1864,2012-03-01
,2012,2012.0,65-69 years,65-69,Female,F,130.75,7363627,21.3,3,1569,2012-03-01
,2012,2012.0,65-69 years,65-69,Male,M,179.66666666666666,6633750,32.5,3,2156,2012-03-01
,2012,2012.0,70-74 years,70-74,Female,F,128.08333333333334,5393763,28.5,3,1537,2012-03-01
,2012,2012.0,70-74 years,70-74,Male,M,160.16666666666666,4596855,41.8,3,1922,2012-03-01
,2012,2012.0,75-79 years,75-79,Female,F,116.66666666666667,4164038,33.6,3,1400,2012-03-01
,2012,2012.0,75-79 years,75-79,Male,M,154.33333333333334,3274825,56.6,3,1852,2012-03-01
,2012,2012.0,80-84 years,80-84,Female,F,106.25,3386255,37.7,3,1275,2012-03-01
,2012,2012.0,80-84 years,80-84,Male,M,117.0,2330466,60.2,3,1404,2012-03-01
,2012,2012.0,85+ years,85+,Female,F,95.0,3826430,29.8,3,1140,2012-03-01
,2012,2012.0,85+ years,85+,Male,M,89.08333333333333,1916645,55.8,3,1069,2012-03-01
,2012,2012.0,30-34 years,30-34,Female,F,2.5,10440166,0.3,4,30,2012-04-01
,2012,2012.0,30-34 years,30-34,Male,M,3.75,10485967,0.4,4,45,2012-04-01
,2012,2012.0,35-39 years,35-39,Female,F,6.333333333333333,9808771,0.8,4,76,2012-04-01
,2012,2012.0,35-39 years,35-39,Male,M,9.083333333333334,9763658,1.1,4,109,2012-04-01
,2012,2012.0,40-44 years,40-44,Female,F,17.166666666666668,10595850,1.9,4,206,2012-04-01
,2012,2012.0,40-44 years,40-44,Male,M,24.333333333333332,10508044,2.8,4,292,2012-04-01
,2012,2012.0,45-49 years,45-49,Female,F,32.166666666666664,10978704,3.5,4,386,2012-04-01
,2012,2012.0,45-49 years,45-49,Male,M,44.833333333333336,10789833,5.0,4,538,2012-04-01
,2012,2012.0,50-54 years,50-54,Female,F,57.0,11513552,5.9,4,684,2012-04-01
,2012,2012.0,50-54 years,50-54,Male,M,80.66666666666667,11148488,8.7,4,968,2012-04-01
,2012,2012.0,55-59 years,55-59,Female,F,92.83333333333333,10718242,10.4,4,1114,2012-04-01
,2012,2012.0,55-59 years,55-59,Male,M,115.83333333333333,10134647,13.7,4,1390,2012-04-01
,2012,2012.0,60-64 years ,60-64,Female,F,108.08333333333333,9273229,14.0,4,1297,2012-04-01
,2012,2012.0,60-64 years ,60-64,Male,M,155.33333333333334,8576733,21.7,4,1864,2012-04-01
,2012,2012.0,65-69 years,65-69,Female,F,130.75,7363627,21.3,4,1569,2012-04-01
,2012,2012.0,65-69 years,65-69,Male,M,179.66666666666666,6633750,32.5,4,2156,2012-04-01
,2012,2012.0,70-74 years,70-74,Female,F,128.08333333333334,5393763,28.5,4,1537,2012-04-01
,2012,2012.0,70-74 years,70-74,Male,M,160.16666666666666,4596855,41.8,4,1922,2012-04-01
,2012,2012.0,75-79 years,75-79,Female,F,116.66666666666667,4164038,33.6,4,1400,2012-04-01
,2012,2012.0,75-79 years,75-79,Male,M,154.33333333333334,3274825,56.6,4,1852,2012-04-01
,2012,2012.0,80-84 years,80-84,Female,F,106.25,3386255,37.7,4,1275,2012-04-01
,2012,2012.0,80-84 years,80-84,Male,M,117.0,2330466,60.2,4,1404,2012-04-01
,2012,2012.0,85+ years,85+,Female,F,95.0,3826430,29.8,4,1140,2012-04-01
,2012,2012.0,85+ years,85+,Male,M,89.08333333333333,1916645,55.8,4,1069,2012-04-01
,2012,2012.0,30-34 years,30-34,Female,F,2.5,10440166,0.3,5,30,2012-05-01
,2012,2012.0,30-34 years,30-34,Male,M,3.75,10485967,0.4,5,45,2012-05-01
,2012,2012.0,35-39 years,35-39,Female,F,6.333333333333333,9808771,0.8,5,76,2012-05-01
,2012,2012.0,35-39 years,35-39,Male,M,9.083333333333334,9763658,1.1,5,109,2012-05-01
,2012,2012.0,40-44 years,40-44,Female,F,17.166666666666668,10595850,1.9,5,206,2012-05-01
,2012,2012.0,40-44 years,40-44,Male,M,24.333333333333332,10508044,2.8,5,292,2012-05-01
,2012,2012.0,45-49 years,45-49,Female,F,32.166666666666664,10978704,3.5,5,386,2012-05-01
,2012,2012.0,45-49 years,45-49,Male,M,44.833333333333336,10789833,5.0,5,538,2012-05-01
,2012,2012.0,50-54 years,50-54,Female,F,57.0,11513552,5.9,5,684,2012-05-01
,2012,2012.0,50-54 years,50-54,Male,M,80.66666666666667,11148488,8.7,5,968,2012-05-01
,2012,2012.0,55-59 years,55-59,Female,F,92.83333333333333,10718242,10.4,5,1114,2012-05-01
,2012,2012.0,55-59 years,55-59,Male,M,115.83333333333333,10134647,13.7,5,1390,2012-05-01
,2012,2012.0,60-64 years ,60-64,Female,F,108.08333333333333,9273229,14.0,5,1297,2012-05-01
,2012,2012.0,60-64 years ,60-64,Male,M,155.33333333333334,8576733,21.7,5,1864,2012-05-01
,2012,2012.0,65-69 years,65-69,Female,F,130.75,7363627,21.3,5,1569,2012-05-01
,2012,2012.0,65-69 years,65-69,Male,M,179.66666666666666,6633750,32.5,5,2156,2012-05-01
,2012,2012.0,70-74 years,70-74,Female,F,128.08333333333334,5393763,28.5,5,1537,2012-05-01
,2012,2012.0,70-74 years,70-74,Male,M,160.16666666666666,4596855,41.8,5,1922,2012-05-01
,2012,2012.0,75-79 years,75-79,Female,F,116.66666666666667,4164038,33.6,5,1400,2012-05-01
,2012,2012.0,75-79 years,75-79,Male,M,154.33333333333334,3274825,56.6,5,1852,2012-05-01
,2012,2012.0,80-84 years,80-84,Female,F,106.25,3386255,37.7,5,1275,2012-05-01
,2012,2012.0,80-84 years,80-84,Male,M,117.0,2330466,60.2,5,1404,2012-05-01
,2012,2012.0,85+ years,85+,Female,F,95.0,3826430,29.8,5,1140,2012-05-01
,2012,2012.0,85+ years,85+,Male,M,89.08333333333333,1916645,55.8,5,1069,2012-05-01
,2012,2012.0,30-34 years,30-34,Female,F,2.5,10440166,0.3,6,30,2012-06-01
,2012,2012.0,30-34 years,30-34,Male,M,3.75,10485967,0.4,6,45,2012-06-01
,2012,2012.0,35-39 years,35-39,Female,F,6.333333333333333,9808771,0.8,6,76,2012-06-01
,2012,2012.0,35-39 years,35-39,Male,M,9.083333333333334,9763658,1.1,6,109,2012-06-01
,2012,2012.0,40-44 years,40-44,Female,F,17.166666666666668,10595850,1.9,6,206,2012-06-01
,2012,2012.0,40-44 years,40-44,Male,M,24.333333333333332,10508044,2.8,6,292,2012-06-01
,2012,2012.0,45-49 years,45-49,Female,F,32.166666666666664,10978704,3.5,6,386,2012-06-01
,2012,2012.0,45-49 years,45-49,Male,M,44.833333333333336,10789833,5.0,6,538,2012-06-01
,2012,2012.0,50-54 years,50-54,Female,F,57.0,11513552,5.9,6,684,2012-06-01
,2012,2012.0,50-54 years,50-54,Male,M,80.66666666666667,11148488,8.7,6,968,2012-06-01
,2012,2012.0,55-59 years,55-59,Female,F,92.83333333333333,10718242,10.4,6,1114,2012-06-01
,2012,2012.0,55-59 years,55-59,Male,M,115.83333333333333,10134647,13.7,6,1390,2012-06-01
,2012,2012.0,60-64 years ,60-64,Female,F,108.08333333333333,9273229,14.0,6,1297,2012-06-01
,2012,2012.0,60-64 years ,60-64,Male,M,155.33333333333334,8576733,21.7,6,1864,2012-06-01
,2012,2012.0,65-69 years,65-69,Female,F,130.75,7363627,21.3,6,1569,2012-06-01
,2012,2012.0,65-69 years,65-69,Male,M,179.66666666666666,6633750,32.5,6,2156,2012-06-01
,2012,2012.0,70-74 years,70-74,Female,F,128.08333333333334,5393763,28.5,6,1537,2012-06-01
,2012,2012.0,70-74 years,70-74,Male,M,160.16666666666666,4596855,41.8,6,1922,2012-06-01
,2012,2012.0,75-79 years,75-79,Female,F,116.66666666666667,4164038,33.6,6,1400,2012-06-01
,2012,2012.0,75-79 years,75-79,Male,M,154.33333333333334,3274825,56.6,6,1852,2012-06-01
,2012,2012.0,80-84 years,80-84,Female,F,106.25,3386255,37.7,6,1275,2012-06-01
,2012,2012.0,80-84 years,80-84,Male,M,117.0,2330466,60.2,6,1404,2012-06-01
,2012,2012.0,85+ years,85+,Female,F,95.0,3826430,29.8,6,1140,2012-06-01
,2012,2012.0,85+ years,85+,Male,M,89.08333333333333,1916645,55.8,6,1069,2012-06-01
,2012,2012.0,30-34 years,30-34,Female,F,2.5,10440166,0.3,7,30,2012-07-01
,2012,2012.0,30-34 years,30-34,Male,M,3.75,10485967,0.4,7,45,2012-07-01
,2012,2012.0,35-39 years,35-39,Female,F,6.333333333333333,9808771,0.8,7,76,2012-07-01
,2012,2012.0,35-39 years,35-39,Male,M,9.083333333333334,9763658,1.1,7,109,2012-07-01
,2012,2012.0,40-44 years,40-44,Female,F,17.166666666666668,10595850,1.9,7,206,2012-07-01
,2012,2012.0,40-44 years,40-44,Male,M,24.333333333333332,10508044,2.8,7,292,2012-07-01
,2012,2012.0,45-49 years,45-49,Female,F,32.166666666666664,10978704,3.5,7,386,2012-07-01
,2012,2012.0,45-49 years,45-49,Male,M,44.833333333333336,10789833,5.0,7,538,2012-07-01
,2012,2012.0,50-54 years,50-54,Female,F,57.0,11513552,5.9,7,684,2012-07-01
,2012,2012.0,50-54 years,50-54,Male,M,80.66666666666667,11148488,8.7,7,968,2012-07-01
,2012,2012.0,55-59 years,55-59,Female,F,92.83333333333333,10718242,10.4,7,1114,2012-07-01
,2012,2012.0,55-59 years,55-59,Male,M,115.83333333333333,10134647,13.7,7,1390,2012-07-01
,2012,2012.0,60-64 years ,60-64,Female,F,108.08333333333333,9273229,14.0,7,1297,2012-07-01
,2012,2012.0,60-64 years ,60-64,Male,M,155.33333333333334,8576733,21.7,7,1864,2012-07-01
,2012,2012.0,65-69 years,65-69,Female,F,130.75,7363627,21.3,7,1569,2012-07-01
,2012,2012.0,65-69 years,65-69,Male,M,179.66666666666666,6633750,32.5,7,2156,2012-07-01
,2012,2012.0,70-74 years,70-74,Female,F,128.08333333333334,5393763,28.5,7,1537,2012-07-01
,2012,2012.0,70-74 years,70-74,Male,M,160.16666666666666,4596855,41.8,7,1922,2012-07-01
,2012,2012.0,75-79 years,75-79,Female,F,116.66666666666667,4164038,33.6,7,1400,2012-07-01
,2012,2012.0,75-79 years,75-79,Male,M,154.33333333333334,3274825,56.6,7,1852,2012-07-01
,2012,2012.0,80-84 years,80-84,Female,F,106.25,3386255,37.7,7,1275,2012-07-01
,2012,2012.0,80-84 years,80-84,Male,M,117.0,2330466,60.2,7,1404,2012-07-01
,2012,2012.0,85+ years,85+,Female,F,95.0,3826430,29.8,7,1140,2012-07-01
,2012,2012.0,85+ years,85+,Male,M,89.08333333333333,1916645,55.8,7,1069,2012-07-01
,2012,2012.0,30-34 years,30-34,Female,F,2.5,10440166,0.3,8,30,2012-08-01
,2012,2012.0,30-34 years,30-34,Male,M,3.75,10485967,0.4,8,45,2012-08-01
,2012,2012.0,35-39 years,35-39,Female,F,6.333333333333333,9808771,0.8,8,76,2012-08-01
,2012,2012.0,35-39 years,35-39,Male,M,9.083333333333334,9763658,1.1,8,109,2012-08-01
,2012,2012.0,40-44 years,40-44,Female,F,17.166666666666668,10595850,1.9,8,206,2012-08-01
,2012,2012.0,40-44 years,40-44,Male,M,24.333333333333332,10508044,2.8,8,292,2012-08-01
,2012,2012.0,45-49 years,45-49,Female,F,32.166666666666664,10978704,3.5,8,386,2012-08-01
,2012,2012.0,45-49 years,45-49,Male,M,44.833333333333336,10789833,5.0,8,538,2012-08-01
,2012,2012.0,50-54 years,50-54,Female,F,57.0,11513552,5.9,8,684,2012-08-01
,2012,2012.0,50-54 years,50-54,Male,M,80.66666666666667,11148488,8.7,8,968,2012-08-01
,2012,2012.0,55-59 years,55-59,Female,F,92.83333333333333,10718242,10.4,8,1114,2012-08-01
,2012,2012.0,55-59 years,55-59,Male,M,115.83333333333333,10134647,13.7,8,1390,2012-08-01
,2012,2012.0,60-64 years ,60-64,Female,F,108.08333333333333,9273229,14.0,8,1297,2012-08-01
,2012,2012.0,60-64 years ,60-64,Male,M,155.33333333333334,8576733,21.7,8,1864,2012-08-01
,2012,2012.0,65-69 years,65-69,Female,F,130.75,7363627,21.3,8,1569,2012-08-01
,2012,2012.0,65-69 years,65-69,Male,M,179.66666666666666,6633750,32.5,8,2156,2012-08-01
,2012,2012.0,70-74 years,70-74,Female,F,128.08333333333334,5393763,28.5,8,1537,2012-08-01
,2012,2012.0,70-74 years,70-74,Male,M,160.16666666666666,4596855,41.8,8,1922,2012-08-01
,2012,2012.0,75-79 years,75-79,Female,F,116.66666666666667,4164038,33.6,8,1400,2012-08-01
,2012,2012.0,75-79 years,75-79,Male,M,154.33333333333334,3274825,56.6,8,1852,2012-08-01
,2012,2012.0,80-84 years,80-84,Female,F,106.25,3386255,37.7,8,1275,2012-08-01
,2012,2012.0,80-84 years,80-84,Male,M,117.0,2330466,60.2,8,1404,2012-08-01
,2012,2012.0,85+ years,85+,Female,F,95.0,3826430,29.8,8,1140,2012-08-01
,2012,2012.0,85+ years,85+,Male,M,89.08333333333333,1916645,55.8,8,1069,2012-08-01
,2012,2012.0,30-34 years,30-34,Female,F,2.5,10440166,0.3,9,30,2012-09-01
,2012,2012.0,30-34 years,30-34,Male,M,3.75,10485967,0.4,9,45,2012-09-01
,2012,2012.0,35-39 years,35-39,Female,F,6.333333333333333,9808771,0.8,9,76,2012-09-01
,2012,2012.0,35-39 years,35-39,Male,M,9.083333333333334,9763658,1.1,9,109,2012-09-01
,2012,2012.0,40-44 years,40-44,Female,F,17.166666666666668,10595850,1.9,9,206,2012-09-01
,2012,2012.0,40-44 years,40-44,Male,M,24.333333333333332,10508044,2.8,9,292,2012-09-01
,2012,2012.0,45-49 years,45-49,Female,F,32.166666666666664,10978704,3.5,9,386,2012-09-01
,2012,2012.0,45-49 years,45-49,Male,M,44.833333333333336,10789833,5.0,9,538,2012-09-01
,2012,2012.0,50-54 years,50-54,Female,F,57.0,11513552,5.9,9,684,2012-09-01
,2012,2012.0,50-54 years,50-54,Male,M,80.66666666666667,11148488,8.7,9,968,2012-09-01
,2012,2012.0,55-59 years,55-59,Female,F,92.83333333333333,10718242,10.4,9,1114,2012-09-01
,2012,2012.0,55-59 years,55-59,Male,M,115.83333333333333,10134647,13.7,9,1390,2012-09-01
,2012,2012.0,60-64 years ,60-64,Female,F,108.08333333333333,9273229,14.0,9,1297,2012-09-01
,2012,2012.0,60-64 years ,60-64,Male,M,155.33333333333334,8576733,21.7,9,1864,2012-09-01
,2012,2012.0,65-69 years,65-69,Female,F,130.75,7363627,21.3,9,1569,2012-09-01
,2012,2012.0,65-69 years,65-69,Male,M,179.66666666666666,6633750,32.5,9,2156,2012-09-01
,2012,2012.0,70-74 years,70-74,Female,F,128.08333333333334,5393763,28.5,9,1537,2012-09-01
,2012,2012.0,70-74 years,70-74,Male,M,160.16666666666666,4596855,41.8,9,1922,2012-09-01
,2012,2012.0,75-79 years,75-79,Female,F,116.66666666666667,4164038,33.6,9,1400,2012-09-01
,2012,2012.0,75-79 years,75-79,Male,M,154.33333333333334,3274825,56.6,9,1852,2012-09-01
,2012,2012.0,80-84 years,80-84,Female,F,106.25,3386255,37.7,9,1275,2012-09-01
,2012,2012.0,80-84 years,80-84,Male,M,117.0,2330466,60.2,9,1404,2012-09-01
,2012,2012.0,85+ years,85+,Female,F,95.0,3826430,29.8,9,1140,2012-09-01
,2012,2012.0,85+ years,85+,Male,M,89.08333333333333,1916645,55.8,9,1069,2012-09-01
,2012,2012.0,30-34 years,30-34,Female,F,2.5,10440166,0.3,10,30,2012-10-01
,2012,2012.0,30-34 years,30-34,Male,M,3.75,10485967,0.4,10,45,2012-10-01
,2012,2012.0,35-39 years,35-39,Female,F,6.333333333333333,9808771,0.8,10,76,2012-10-01
,2012,2012.0,35-39 years,35-39,Male,M,9.083333333333334,9763658,1.1,10,109,2012-10-01
,2012,2012.0,40-44 years,40-44,Female,F,17.166666666666668,10595850,1.9,10,206,2012-10-01
,2012,2012.0,40-44 years,40-44,Male,M,24.333333333333332,10508044,2.8,10,292,2012-10-01
,2012,2012.0,45-49 years,45-49,Female,F,32.166666666666664,10978704,3.5,10,386,2012-10-01
,2012,2012.0,45-49 years,45-49,Male,M,44.833333333333336,10789833,5.0,10,538,2012-10-01
,2012,2012.0,50-54 years,50-54,Female,F,57.0,11513552,5.9,10,684,2012-10-01
,2012,2012.0,50-54 years,50-54,Male,M,80.66666666666667,11148488,8.7,10,968,2012-10-01
,2012,2012.0,55-59 years,55-59,Female,F,92.83333333333333,10718242,10.4,10,1114,2012-10-01
,2012,2012.0,55-59 years,55-59,Male,M,115.83333333333333,10134647,13.7,10,1390,2012-10-01
,2012,2012.0,60-64 years ,60-64,Female,F,108.08333333333333,9273229,14.0,10,1297,2012-10-01
,2012,2012.0,60-64 years ,60-64,Male,M,155.33333333333334,8576733,21.7,10,1864,2012-10-01
,2012,2012.0,65-69 years,65-69,Female,F,130.75,7363627,21.3,10,1569,2012-10-01
,2012,2012.0,65-69 years,65-69,Male,M,179.66666666666666,6633750,32.5,10,2156,2012-10-01
,2012,2012.0,70-74 years,70-74,Female,F,128.08333333333334,5393763,28.5,10,1537,2012-10-01
,2012,2012.0,70-74 years,70-74,Male,M,160.16666666666666,4596855,41.8,10,1922,2012-10-01
,2012,2012.0,75-79 years,75-79,Female,F,116.66666666666667,4164038,33.6,10,1400,2012-10-01
,2012,2012.0,75-79 years,75-79,Male,M,154.33333333333334,3274825,56.6,10,1852,2012-10-01
,2012,2012.0,80-84 years,80-84,Female,F,106.25,3386255,37.7,10,1275,2012-10-01
,2012,2012.0,80-84 years,80-84,Male,M,117.0,2330466,60.2,10,1404,2012-10-01
,2012,2012.0,85+ years,85+,Female,F,95.0,3826430,29.8,10,1140,2012-10-01
,2012,2012.0,85+ years,85+,Male,M,89.08333333333333,1916645,55.8,10,1069,2012-10-01
,2012,2012.0,30-34 years,30-34,Female,F,2.5,10440166,0.3,11,30,2012-11-01
,2012,2012.0,30-34 years,30-34,Male,M,3.75,10485967,0.4,11,45,2012-11-01
,2012,2012.0,35-39 years,35-39,Female,F,6.333333333333333,9808771,0.8,11,76,2012-11-01
,2012,2012.0,35-39 years,35-39,Male,M,9.083333333333334,9763658,1.1,11,109,2012-11-01
,2012,2012.0,40-44 years,40-44,Female,F,17.166666666666668,10595850,1.9,11,206,2012-11-01
,2012,2012.0,40-44 years,40-44,Male,M,24.333333333333332,10508044,2.8,11,292,2012-11-01
,2012,2012.0,45-49 years,45-49,Female,F,32.166666666666664,10978704,3.5,11,386,2012-11-01
,2012,2012.0,45-49 years,45-49,Male,M,44.833333333333336,10789833,5.0,11,538,2012-11-01
,2012,2012.0,50-54 years,50-54,Female,F,57.0,11513552,5.9,11,684,2012-11-01
,2012,2012.0,50-54 years,50-54,Male,M,80.66666666666667,11148488,8.7,11,968,2012-11-01
,2012,2012.0,55-59 years,55-59,Female,F,92.83333333333333,10718242,10.4,11,1114,2012-11-01
,2012,2012.0,55-59 years,55-59,Male,M,115.83333333333333,10134647,13.7,11,1390,2012-11-01
,2012,2012.0,60-64 years ,60-64,Female,F,108.08333333333333,9273229,14.0,11,1297,2012-11-01
,2012,2012.0,60-64 years ,60-64,Male,M,155.33333333333334,8576733,21.7,11,1864,2012-11-01
,2012,2012.0,65-69 years,65-69,Female,F,130.75,7363627,21.3,11,1569,2012-11-01
,2012,2012.0,65-69 years,65-69,Male,M,179.66666666666666,6633750,32.5,11,2156,2012-11-01
,2012,2012.0,70-74 years,70-74,Female,F,128.08333333333334,5393763,28.5,11,1537,2012-11-01
,2012,2012.0,70-74 years,70-74,Male,M,160.16666666666666,4596855,41.8,11,1922,2012-11-01
,2012,2012.0,75-79 years,75-79,Female,F,116.66666666666667,4164038,33.6,11,1400,2012-11-01
,2012,2012.0,75-79 years,75-79,Male,M,154.33333333333334,3274825,56.6,11,1852,2012-11-01
,2012,2012.0,80-84 years,80-84,Female,F,106.25,3386255,37.7,11,1275,2012-11-01
,2012,2012.0,80-84 years,80-84,Male,M,117.0,2330466,60.2,11,1404,2012-11-01
,2012,2012.0,85+ years,85+,Female,F,95.0,3826430,29.8,11,1140,2012-11-01
,2012,2012.0,85+ years,85+,Male,M,89.08333333333333,1916645,55.8,11,1069,2012-11-01
,2012,2012.0,30-34 years,30-34,Female,F,2.5,10440166,0.3,12,30,2012-12-01
,2012,2012.0,30-34 years,30-34,Male,M,3.75,10485967,0.4,12,45,2012-12-01
,2012,2012.0,35-39 years,35-39,Female,F,6.333333333333333,9808771,0.8,12,76,2012-12-01
,2012,2012.0,35-39 years,35-39,Male,M,9.083333333333334,9763658,1.1,12,109,2012-12-01
,2012,2012.0,40-44 years,40-44,Female,F,17.166666666666668,10595850,1.9,12,206,2012-12-01
,2012,2012.0,40-44 years,40-44,Male,M,24.333333333333332,10508044,2.8,12,292,2012-12-01
,2012,2012.0,45-49 years,45-49,Female,F,32.166666666666664,10978704,3.5,12,386,2012-12-01
,2012,2012.0,45-49 years,45-49,Male,M,44.833333333333336,10789833,5.0,12,538,2012-12-01
,2012,2012.0,50-54 years,50-54,Female,F,57.0,11513552,5.9,12,684,2012-12-01
,2012,2012.0,50-54 years,50-54,Male,M,80.66666666666667,11148488,8.7,12,968,2012-12-01
,2012,2012.0,55-59 years,55-59,Female,F,92.83333333333333,10718242,10.4,12,1114,2012-12-01
,2012,2012.0,55-59 years,55-59,Male,M,115.83333333333333,10134647,13.7,12,1390,2012-12-01
,2012,2012.0,60-64 years ,60-64,Female,F,108.08333333333333,9273229,14.0,12,1297,2012-12-01
,2012,2012.0,60-64 years ,60-64,Male,M,155.33333333333334,8576733,21.7,12,1864,2012-12-01
,2012,2012.0,65-69 years,65-69,Female,F,130.75,7363627,21.3,12,1569,2012-12-01
,2012,2012.0,65-69 years,65-69,Male,M,179.66666666666666,6633750,32.5,12,2156,2012-12-01
,2012,2012.0,70-74 years,70-74,Female,F,128.08333333333334,5393763,28.5,12,1537,2012-12-01
,2012,2012.0,70-74 years,70-74,Male,M,160.16666666666666,4596855,41.8,12,1922,2012-12-01
,2012,2012.0,75-79 years,75-79,Female,F,116.66666666666667,4164038,33.6,12,1400,2012-12-01
,2012,2012.0,75-79 years,75-79,Male,M,154.33333333333334,3274825,56.6,12,1852,2012-12-01
,2012,2012.0,80-84 years,80-84,Female,F,106.25,3386255,37.7,12,1275,2012-12-01
,2012,2012.0,80-84 years,80-84,Male,M,117.0,2330466,60.2,12,1404,2012-12-01
,2012,2012.0,85+ years,85+,Female,F,95.0,3826430,29.8,12,1140,2012-12-01
,2012,2012.0,85+ years,85+,Male,M,89.08333333333333,1916645,55.8,12,1069,2012-12-01
,2013,2013.0,25-29 years,25-29,Male,M,1.8333333333333333,10848793,0.2,1,22,2013-01-01
,2013,2013.0,30-34 years,30-34,Female,F,3.0,10618303,0.3,1,36,2013-01-01
,2013,2013.0,30-34 years,30-34,Male,M,4.083333333333333,10677201,0.5,1,49,2013-01-01
,2013,2013.0,35-39 years,35-39,Female,F,6.166666666666667,9866062,0.8,1,74,2013-01-01
,2013,2013.0,35-39 years,35-39,Male,M,9.5,9858000,1.2,1,114,2013-01-01
,2013,2013.0,40-44 years,40-44,Female,F,15.5,10526757,1.8,1,186,2013-01-01
,2013,2013.0,40-44 years,40-44,Male,M,23.666666666666668,10433383,2.7,1,284,2013-01-01
,2013,2013.0,45-49 years,45-49,Female,F,33.416666666666664,10732024,3.7,1,401,2013-01-01
,2013,2013.0,45-49 years,45-49,Male,M,45.333333333333336,10591007,5.1,1,544,2013-01-01
,2013,2013.0,50-54 years,50-54,Female,F,58.666666666666664,11507201,6.1,1,704,2013-01-01
,2013,2013.0,50-54 years,50-54,Male,M,82.83333333333333,11170509,8.9,1,994,2013-01-01
,2013,2013.0,55-59 years,55-59,Female,F,89.0,10926853,9.8,1,1068,2013-01-01
,2013,2013.0,55-59 years,55-59,Male,M,116.83333333333333,10373942,13.5,1,1402,2013-01-01
,2013,2013.0,60-64 years ,60-64,Female,F,117.66666666666667,9436730,15.0,1,1412,2013-01-01
,2013,2013.0,60-64 years ,60-64,Male,M,156.0,8729674,21.4,1,1872,2013-01-01
,2013,2013.0,65-69 years,65-69,Female,F,142.16666666666666,7676888,22.2,1,1706,2013-01-01
,2013,2013.0,65-69 years,65-69,Male,M,187.25,6942884,32.4,1,2247,2013-01-01
,2013,2013.0,70-74 years,70-74,Female,F,139.66666666666666,5691771,29.4,1,1676,2013-01-01
,2013,2013.0,70-74 years,70-74,Male,M,174.75,4876542,43.0,1,2097,2013-01-01
,2013,2013.0,75-79 years,75-79,Female,F,124.5,4237441,35.3,1,1494,2013-01-01
,2013,2013.0,75-79 years,75-79,Male,M,156.25,3362112,55.8,1,1875,2013-01-01
,2013,2013.0,80-84 years,80-84,Female,F,106.91666666666667,3342086,38.4,1,1283,2013-01-01
,2013,2013.0,80-84 years,80-84,Male,M,124.33333333333333,2330407,64.0,1,1492,2013-01-01
,2013,2013.0,85+ years,85+,Female,F,103.25,3853559,32.2,1,1239,2013-01-01
,2013,2013.0,85+ years,85+,Male,M,95.41666666666667,1960631,58.4,1,1145,2013-01-01
,2013,2013.0,25-29 years,25-29,Male,M,1.8333333333333333,10848793,0.2,2,22,2013-02-01
,2013,2013.0,30-34 years,30-34,Female,F,3.0,10618303,0.3,2,36,2013-02-01
,2013,2013.0,30-34 years,30-34,Male,M,4.083333333333333,10677201,0.5,2,49,2013-02-01
,2013,2013.0,35-39 years,35-39,Female,F,6.166666666666667,9866062,0.8,2,74,2013-02-01
